animal_number;responder;location;visit_time;duration;weight (g);feed_intake;;;
110825;984000010110825;1;14/04/2026 14.55;1652;66000;827;;;
110825;984000010110825;1;14/04/2026 18.57;390;67000;200;;;
110825;984000010110825;1;15/04/2026 00.58;999;66500;523;;;
110825;984000010110825;1;15/04/2026 08.41;940;67000;448;;;
110825;984000010110825;1;15/04/2026 09.24;100;67000;38;;;
110825;984000010110825;1;15/04/2026 09.48;209;67000;32;;;
110825;984000010110825;1;15/04/2026 12.52;1030;68500;480;;;
110825;984000010110825;1;15/04/2026 18.01;1599;69000;925;;;
110825;984000010110825;1;16/04/2026 00.19;302;70500;157;;;
110825;984000010110825;1;16/04/2026 11.06;486;69000;197;;;
110825;984000010110825;1;16/04/2026 17.17;1682;68000;876;;;
110825;984000010110825;1;16/04/2026 23.42;666;69500;301;;;
110825;984000010110825;1;17/04/2026 03.04;696;69000;346;;;
110825;984000010110825;1;17/04/2026 06.06;190;70500;70;;;
110825;984000010110825;1;17/04/2026 09.18;542;69500;287;;;
111603;984000010111603;1;16/03/2026 16.59;458;37000;101;;;
111603;984000010111603;1;16/03/2026 22.18;271;35500;71;;;
111603;984000010111603;1;16/03/2026 22.38;603;36000;232;;;
111603;984000010111603;1;16/03/2026 22.56;331;36000;91;;;
111603;984000010111603;1;17/03/2026 09.31;691;36000;249;;;
111603;984000010111603;1;17/03/2026 10.02;31;;1;;;
111603;984000010111603;1;17/03/2026 18.14;1333;38500;423;;;
111603;984000010111603;1;18/03/2026 12.30;1597;44500;445;;;
111603;984000010111603;1;18/03/2026 19.06;2049;53000;691;;;
111603;984000010111603;1;19/03/2026 01.03;736;38000;215;;;
111603;984000010111603;1;19/03/2026 14.28;1547;37500;484;;;
111603;984000010111603;1;19/03/2026 17.48;1174;56500;283;;;
111603;984000010111603;1;19/03/2026 20.44;336;39000;121;;;
111603;984000010111603;1;20/03/2026 11.20;980;38500;321;;;
111603;984000010111603;1;20/03/2026 16.09;551;39000;155;;;
111603;984000010111603;1;20/03/2026 18.33;1324;39000;502;;;
111603;984000010111603;1;20/03/2026 18.57;179;39000;55;;;
111603;984000010111603;1;20/03/2026 21.48;278;40500;83;;;
111603;984000010111603;1;21/03/2026 11.46;1233;39000;399;;;
111603;984000010111603;1;21/03/2026 18.02;1713;39000;586;;;
111603;984000010111603;1;21/03/2026 18.33;99;39500;28;;;
111603;984000010111603;1;21/03/2026 20.06;896;40500;304;;;
111603;984000010111603;1;22/03/2026 06.10;1495;41000;397;;;
111603;984000010111603;1;22/03/2026 07.32;187;40500;56;;;
111603;984000010111603;1;22/03/2026 18.43;2428;40500;714;;;
111603;984000010111603;1;22/03/2026 20.56;729;41500;255;;;
111603;984000010111603;1;23/03/2026 10.38;1771;41500;604;;;
111603;984000010111603;1;23/03/2026 12.51;26;;12;;;
111603;984000010111603;1;23/03/2026 18.05;1809;42000;591;;;
111603;984000010111603;1;23/03/2026 20.12;1205;32000;408;;;
111603;984000010111603;1;24/03/2026 09.12;1365;43000;516;;;
111603;984000010111603;1;24/03/2026 17.20;1999;43000;744;;;
111603;984000010111603;1;24/03/2026 21.39;1201;45500;343;;;
111603;984000010111603;1;25/03/2026 06.28;1454;45000;494;;;
111603;984000010111603;1;25/03/2026 14.53;545;45000;171;;;
111603;984000010111603;1;25/03/2026 15.46;698;45000;226;;;
111603;984000010111603;1;25/03/2026 17.59;358;45000;57;;;
111603;984000010111603;1;25/03/2026 19.38;1040;45000;367;;;
111603;984000010111603;1;26/03/2026 02.29;1310;46000;414;;;
111603;984000010111603;1;26/03/2026 10.27;867;47000;257;;;
111603;984000010111603;1;26/03/2026 14.50;1711;46500;530;;;
111603;984000010111603;1;26/03/2026 21.22;1158;46000;470;;;
111603;984000010111603;1;27/03/2026 09.21;1359;45000;441;;;
111603;984000010111603;1;27/03/2026 15.43;1782;46000;673;;;
111603;984000010111603;1;27/03/2026 23.32;1262;46500;484;;;
111603;984000010111603;1;28/03/2026 12.12;1375;47000;409;;;
111603;984000010111603;1;28/03/2026 13.46;313;47500;82;;;
111603;984000010111603;1;28/03/2026 17.33;986;47500;342;;;
111603;984000010111603;1;28/03/2026 23.30;867;48500;262;;;
111603;984000010111603;1;29/03/2026 12.00;1545;48000;514;;;
111603;984000010111603;1;29/03/2026 17.27;1936;47500;707;;;
111603;984000010111603;1;30/03/2026 00.48;1594;49500;527;;;
111603;984000010111603;1;30/03/2026 11.41;1162;50000;388;;;
111603;984000010111603;1;30/03/2026 17.52;1274;49500;516;;;
111603;984000010111603;1;30/03/2026 19.05;949;50500;347;;;
111603;984000010111603;1;31/03/2026 08.03;2111;51000;713;;;
111603;984000010111603;1;31/03/2026 14.08;933;51500;282;;;
111603;984000010111603;1;31/03/2026 18.47;884;51000;406;;;
111603;984000010111603;1;31/03/2026 20.24;1322;51500;613;;;
111603;984000010111603;1;01/04/2026 10.15;1871;52500;651;;;
111603;984000010111603;1;01/04/2026 17.33;1468;53500;663;;;
111603;984000010111603;1;01/04/2026 21.08;1092;54000;438;;;
111603;984000010111603;1;02/04/2026 10.35;2081;53500;774;;;
111603;984000010111603;1;02/04/2026 15.59;384;54500;132;;;
111603;984000010111603;1;02/04/2026 18.29;1818;54500;777;;;
111603;984000010111603;1;03/04/2026 02.40;1200;55500;435;;;
111603;984000010111603;1;03/04/2026 12.26;842;55000;310;;;
111603;984000010111603;1;03/04/2026 15.26;1514;56000;590;;;
111603;984000010111603;1;03/04/2026 19.50;1496;56500;566;;;
111603;984000010111603;1;04/04/2026 02.09;1740;57500;673;;;
111603;984000010111603;1;04/04/2026 13.47;1722;57000;653;;;
111603;984000010111603;1;04/04/2026 18.36;1566;58000;532;;;
111603;984000010111603;1;04/04/2026 20.40;329;58500;130;;;
111603;984000010111603;1;05/04/2026 04.17;1787;58000;733;;;
111603;984000010111603;1;05/04/2026 11.29;909;58500;270;;;
111603;984000010111603;1;05/04/2026 17.31;1976;59000;818;;;
111603;984000010111603;1;05/04/2026 22.11;964;59000;406;;;
111603;984000010111603;1;06/04/2026 06.46;427;58500;182;;;
111603;984000010111603;1;06/04/2026 07.00;722;58500;275;;;
111603;984000010111603;1;06/04/2026 15.48;2119;58500;843;;;
111603;984000010111603;1;06/04/2026 21.32;1697;59500;709;;;
111603;984000010111603;1;07/04/2026 09.20;528;60000;185;;;
111603;984000010111603;1;07/04/2026 09.44;306;60000;108;;;
111603;984000010111603;1;07/04/2026 14.04;1340;61000;461;;;
111603;984000010111603;1;07/04/2026 17.42;1352;61500;487;;;
111603;984000010111603;1;07/04/2026 20.01;1469;61500;571;;;
111603;984000010111603;1;08/04/2026 01.51;859;62000;294;;;
111603;984000010111603;1;08/04/2026 09.52;1873;62500;627;;;
111603;984000010111603;1;08/04/2026 18.52;2509;63000;1036;;;
111603;984000010111603;1;09/04/2026 05.38;1992;63000;830;;;
111603;984000010111603;1;09/04/2026 12.04;1105;63000;402;;;
111603;984000010111603;1;09/04/2026 17.45;1817;63500;740;;;
111603;984000010111603;1;09/04/2026 22.38;924;64500;441;;;
111603;984000010111603;1;10/04/2026 06.38;1899;63500;784;;;
111603;984000010111603;1;10/04/2026 14.21;1723;65000;726;;;
111603;984000010111603;1;10/04/2026 17.22;1132;66500;459;;;
111603;984000010111603;1;11/04/2026 01.57;1696;66000;746;;;
111603;984000010111603;1;11/04/2026 09.53;1217;66500;461;;;
111603;984000010111603;1;11/04/2026 11.36;474;67500;211;;;
111603;984000010111603;1;11/04/2026 15.57;586;68000;259;;;
111603;984000010111603;1;11/04/2026 18.56;1971;68000;1006;;;
111603;984000010111603;1;12/04/2026 06.12;2328;68500;996;;;
111603;984000010111603;1;12/04/2026 15.09;1823;69000;819;;;
111603;984000010111603;1;12/04/2026 17.48;1100;70500;473;;;
111603;984000010111603;1;13/04/2026 00.27;1126;70000;460;;;
111603;984000010111603;1;13/04/2026 06.58;700;69500;77;;;
111603;984000010111603;1;13/04/2026 07.22;317;70000;117;;;
111603;984000010111603;1;13/04/2026 09.03;1692;70000;715;;;
111603;984000010111603;1;13/04/2026 09.45;353;71000;169;;;
111603;984000010111603;1;13/04/2026 17.15;1394;70000;580;;;
111603;984000010111603;1;13/04/2026 20.03;614;71500;304;;;
111603;984000010111603;1;14/04/2026 05.59;1870;70500;837;;;
111603;984000010111603;1;14/04/2026 09.58;157;72000;71;;;
111603;984000010111603;1;14/04/2026 12.13;1685;72000;717;;;
111603;984000010111603;1;14/04/2026 18.10;1981;72000;1006;;;
111603;984000010111603;1;15/04/2026 07.23;1542;72500;713;;;
111603;984000010111603;1;15/04/2026 10.32;348;74000;154;;;
111603;984000010111603;1;15/04/2026 13.10;1140;74000;503;;;
111603;984000010111603;1;15/04/2026 19.18;1659;75000;1037;;;
111603;984000010111603;1;16/04/2026 08.19;869;74500;391;;;
111603;984000010111603;1;16/04/2026 13.02;1838;75000;804;;;
111603;984000010111603;1;16/04/2026 19.04;2089;75500;1209;;;
111603;984000010111603;1;17/04/2026 08.34;1037;76500;356;;;
111603;984000010111603;1;17/04/2026 09.30;131;76000;69;;;
111637;984000010111637;1;16/03/2026 14.41;59;;1;;;
111637;984000010111637;1;16/03/2026 16.10;789;36000;222;;;
111637;984000010111637;1;16/03/2026 16.25;15;;1;;;
111637;984000010111637;1;16/03/2026 17.08;307;37000;71;;;
111637;984000010111637;1;16/03/2026 18.25;189;37500;53;;;
111637;984000010111637;1;16/03/2026 19.21;472;37500;152;;;
111637;984000010111637;1;16/03/2026 23.17;945;37000;247;;;
111637;984000010111637;1;17/03/2026 05.38;710;37000;190;;;
111637;984000010111637;1;17/03/2026 08.01;184;37500;44;;;
111637;984000010111637;1;17/03/2026 08.41;292;38000;84;;;
111637;984000010111637;1;17/03/2026 08.50;123;38000;1;;;
111637;984000010111637;1;17/03/2026 11.55;761;38000;199;;;
111637;984000010111637;1;17/03/2026 14.33;527;38500;130;;;
111637;984000010111637;1;17/03/2026 15.41;999;39000;154;;;
111637;984000010111637;1;17/03/2026 18.59;1299;51000;436;;;
111637;984000010111637;1;17/03/2026 22.07;384;40000;117;;;
111637;984000010111637;1;18/03/2026 01.50;652;40000;202;;;
111637;984000010111637;1;18/03/2026 07.45;952;38500;201;;;
111637;984000010111637;1;18/03/2026 10.43;624;39000;195;;;
111637;984000010111637;1;18/03/2026 13.05;521;39000;176;;;
111637;984000010111637;1;18/03/2026 16.16;1129;40000;322;;;
111637;984000010111637;1;19/03/2026 03.00;1633;38500;447;;;
111637;984000010111637;1;19/03/2026 10.14;1287;39500;393;;;
111637;984000010111637;1;19/03/2026 18.07;1848;55000;657;;;
111637;984000010111637;1;19/03/2026 23.20;559;40500;154;;;
111637;984000010111637;1;20/03/2026 05.45;624;40000;184;;;
111637;984000010111637;1;20/03/2026 09.48;1305;40000;347;;;
111637;984000010111637;1;20/03/2026 12.20;582;41500;175;;;
111637;984000010111637;1;20/03/2026 17.21;1100;40000;502;;;
111637;984000010111637;1;20/03/2026 21.54;565;42000;183;;;
111637;984000010111637;1;21/03/2026 00.19;543;42000;156;;;
111637;984000010111637;1;21/03/2026 04.34;480;42500;140;;;
111637;984000010111637;1;21/03/2026 09.11;1113;42000;312;;;
111637;984000010111637;1;21/03/2026 11.32;696;42000;184;;;
111637;984000010111637;1;21/03/2026 12.26;379;42500;108;;;
111637;984000010111637;1;21/03/2026 15.20;736;43000;235;;;
111637;984000010111637;1;21/03/2026 19.05;772;43000;273;;;
111637;984000010111637;1;21/03/2026 22.35;514;42500;182;;;
111637;984000010111637;1;22/03/2026 04.23;774;42500;232;;;
111637;984000010111637;1;22/03/2026 09.38;1041;42500;294;;;
111637;984000010111637;1;22/03/2026 12.39;859;43000;262;;;
111637;984000010111637;1;22/03/2026 14.29;190;44500;48;;;
111637;984000010111637;1;22/03/2026 17.14;927;44500;344;;;
111637;984000010111637;1;22/03/2026 23.47;1229;43500;439;;;
111637;984000010111637;1;23/03/2026 03.25;454;44000;133;;;
111637;984000010111637;1;23/03/2026 07.18;781;44000;203;;;
111637;984000010111637;1;23/03/2026 11.51;1207;43500;400;;;
111637;984000010111637;1;23/03/2026 15.34;701;44500;291;;;
111637;984000010111637;1;23/03/2026 21.38;1193;44000;375;;;
111637;984000010111637;1;24/03/2026 04.27;1162;44000;328;;;
111637;984000010111637;1;24/03/2026 07.32;177;44500;40;;;
111637;984000010111637;1;24/03/2026 08.48;678;44500;183;;;
111637;984000010111637;1;24/03/2026 13.08;990;45500;300;;;
111637;984000010111637;1;24/03/2026 15.03;740;45500;256;;;
111637;984000010111637;1;24/03/2026 18.01;572;46000;202;;;
111637;984000010111637;1;24/03/2026 20.57;651;46500;191;;;
111637;984000010111637;1;25/03/2026 01.36;569;46000;189;;;
111637;984000010111637;1;25/03/2026 05.35;518;46000;132;;;
111637;984000010111637;1;25/03/2026 08.04;571;46000;148;;;
111637;984000010111637;1;25/03/2026 09.12;484;46500;111;;;
111637;984000010111637;1;25/03/2026 13.16;1078;46500;329;;;
111637;984000010111637;1;25/03/2026 17.39;1213;47000;368;;;
111637;984000010111637;1;25/03/2026 23.31;583;46000;104;;;
111637;984000010111637;1;26/03/2026 03.44;673;46250;195;;;
111637;984000010111637;1;26/03/2026 07.29;789;46000;236;;;
111637;984000010111637;1;26/03/2026 10.15;369;47000;123;;;
111637;984000010111637;1;26/03/2026 11.32;648;47000;190;;;
111637;984000010111637;1;26/03/2026 13.53;799;47500;271;;;
111637;984000010111637;1;26/03/2026 18.46;1379;47000;522;;;
111637;984000010111637;1;27/03/2026 02.50;1236;48000;405;;;
111637;984000010111637;1;27/03/2026 09.06;787;48000;284;;;
111637;984000010111637;1;27/03/2026 12.46;1038;49500;309;;;
111637;984000010111637;1;27/03/2026 16.27;1315;50500;451;;;
111637;984000010111637;1;27/03/2026 22.39;1072;49500;357;;;
111637;984000010111637;1;28/03/2026 03.31;546;50000;188;;;
111637;984000010111637;1;28/03/2026 05.53;664;49500;204;;;
111637;984000010111637;1;28/03/2026 10.09;706;50000;208;;;
111637;984000010111637;1;28/03/2026 12.59;1038;50500;345;;;
111637;984000010111637;1;28/03/2026 14.08;602;51000;147;;;
111637;984000010111637;1;28/03/2026 17.17;1003;51500;365;;;
111637;984000010111637;1;28/03/2026 20.48;794;51500;260;;;
111637;984000010111637;1;29/03/2026 03.40;1046;51500;358;;;
111637;984000010111637;1;29/03/2026 08.23;1054;51000;382;;;
111637;984000010111637;1;29/03/2026 11.46;652;51500;228;;;
111637;984000010111637;1;29/03/2026 15.41;1519;52500;561;;;
111637;984000010111637;1;29/03/2026 20.42;1167;52500;467;;;
111637;984000010111637;1;30/03/2026 01.30;1044;52500;395;;;
111637;984000010111637;1;30/03/2026 08.55;1423;52000;539;;;
111637;984000010111637;1;30/03/2026 13.06;636;53000;238;;;
111637;984000010111637;1;30/03/2026 14.55;747;53500;234;;;
111637;984000010111637;1;30/03/2026 22.06;1662;53000;735;;;
111637;984000010111637;1;31/03/2026 03.38;298;55000;116;;;
111637;984000010111637;1;31/03/2026 07.39;1287;54000;531;;;
111637;984000010111637;1;31/03/2026 12.07;636;54500;239;;;
111637;984000010111637;1;31/03/2026 16.43;1408;55000;783;;;
111637;984000010111637;1;31/03/2026 22.00;1129;56000;500;;;
111637;984000010111637;1;01/04/2026 01.28;247;56500;93;;;
111637;984000010111637;1;01/04/2026 04.29;467;56500;227;;;
111637;984000010111637;1;01/04/2026 09.50;1523;56000;735;;;
111637;984000010111637;1;01/04/2026 14.00;443;58000;174;;;
111637;984000010111637;1;01/04/2026 15.21;680;58500;293;;;
111637;984000010111637;1;01/04/2026 20.23;1307;57000;621;;;
111637;984000010111637;1;01/04/2026 23.43;369;57500;165;;;
111637;984000010111637;1;02/04/2026 05.43;1267;57500;564;;;
111637;984000010111637;1;02/04/2026 12.07;1249;58000;569;;;
111637;984000010111637;1;02/04/2026 13.51;338;59500;141;;;
111637;984000010111637;1;02/04/2026 17.54;1140;59500;568;;;
111637;984000010111637;1;02/04/2026 19.43;486;59500;185;;;
111637;984000010111637;1;03/04/2026 00.54;1139;59000;507;;;
111637;984000010111637;1;03/04/2026 08.16;1561;58500;738;;;
111637;984000010111637;1;03/04/2026 13.36;543;60000;234;;;
111637;984000010111637;1;03/04/2026 15.15;526;60500;217;;;
111637;984000010111637;1;03/04/2026 16.56;542;61000;212;;;
111637;984000010111637;1;03/04/2026 20.47;1166;60000;562;;;
111637;984000010111637;1;04/04/2026 01.36;521;61000;241;;;
111637;984000010111637;1;04/04/2026 06.14;1172;60000;519;;;
111637;984000010111637;1;04/04/2026 11.02;1053;61500;476;;;
111637;984000010111637;1;04/04/2026 14.21;899;62000;470;;;
111637;984000010111637;1;04/04/2026 16.13;632;63000;352;;;
111637;984000010111637;1;04/04/2026 21.19;895;62500;480;;;
111637;984000010111637;1;05/04/2026 01.09;601;62750;295;;;
111637;984000010111637;1;05/04/2026 07.22;1404;63000;687;;;
111637;984000010111637;1;05/04/2026 11.55;702;64500;362;;;
111637;984000010111637;1;05/04/2026 14.35;714;64500;399;;;
111637;984000010111637;1;05/04/2026 18.04;409;65000;266;;;
111637;984000010111637;1;05/04/2026 21.10;914;63500;529;;;
111637;984000010111637;1;06/04/2026 02.10;880;63500;514;;;
111637;984000010111637;1;06/04/2026 08.04;712;62500;420;;;
111637;984000010111637;1;06/04/2026 10.39;575;63500;296;;;
111637;984000010111637;1;06/04/2026 12.04;334;64500;152;;;
111637;984000010111637;1;06/04/2026 15.29;1133;65000;606;;;
111637;984000010111637;1;06/04/2026 22.16;1327;65000;748;;;
111637;984000010111637;1;07/04/2026 01.30;336;65500;169;;;
111637;984000010111637;1;07/04/2026 01.55;150;66000;61;;;
111637;984000010111637;1;07/04/2026 05.50;2;;3;;;
111637;984000010111637;1;07/04/2026 05.50;2;;5;;;
111637;984000010111637;1;07/04/2026 05.51;3;;3;;;
111637;984000010111637;1;07/04/2026 06.08;2;;2;;;
111637;984000010111637;1;07/04/2026 06.08;6;;2;;;
111637;984000010111637;1;07/04/2026 06.12;1;;5;;;
111637;984000010111637;1;07/04/2026 06.12;4;;2;;;
111637;984000010111637;1;07/04/2026 06.13;12;;8;;;
111637;984000010111637;1;07/04/2026 06.13;14;;14;;;
111637;984000010111637;1;07/04/2026 06.14;15;;15;;;
111637;984000010111637;1;07/04/2026 06.15;6;;7;;;
111637;984000010111637;1;07/04/2026 06.15;2;;1;;;
111637;984000010111637;1;07/04/2026 06.15;12;;13;;;
111637;984000010111637;1;07/04/2026 06.16;6;;8;;;
111637;984000010111637;1;07/04/2026 06.16;10;;9;;;
111637;984000010111637;1;07/04/2026 06.17;10;;9;;;
111637;984000010111637;1;07/04/2026 06.17;8;;10;;;
111637;984000010111637;1;07/04/2026 06.18;5;;7;;;
111637;984000010111637;1;07/04/2026 06.18;5;;9;;;
111637;984000010111637;1;07/04/2026 06.18;2;;9;;;
111637;984000010111637;1;07/04/2026 06.23;192;65000;80;;;
111637;984000010111637;1;07/04/2026 06.26;563;65500;307;;;
111637;984000010111637;1;07/04/2026 09.08;260;65500;147;;;
111637;984000010111637;1;07/04/2026 09.36;481;65500;242;;;
111637;984000010111637;1;07/04/2026 12.11;761;65500;432;;;
111637;984000010111637;1;07/04/2026 14.57;493;67500;293;;;
111637;984000010111637;1;07/04/2026 16.39;547;67000;311;;;
111637;984000010111637;1;07/04/2026 22.35;948;66000;493;;;
111637;984000010111637;1;08/04/2026 00.23;407;65500;161;;;
111637;984000010111637;1;08/04/2026 03.29;260;65000;117;;;
111637;984000010111637;1;08/04/2026 08.07;741;65500;365;;;
111637;984000010111637;1;08/04/2026 11.19;645;65500;321;;;
111637;984000010111637;1;08/04/2026 14.55;732;67000;363;;;
111637;984000010111637;1;08/04/2026 15.23;81;67500;5;;;
111637;984000010111637;1;08/04/2026 16.54;885;68000;363;;;
111637;984000010111637;1;08/04/2026 23.19;805;67000;355;;;
111637;984000010111637;1;09/04/2026 02.48;195;66000;99;;;
111637;984000010111637;1;09/04/2026 06.19;968;66000;465;;;
111637;984000010111637;1;09/04/2026 11.46;32;;1;;;
111637;984000010111637;1;09/04/2026 12.52;1241;66500;611;;;
111637;984000010111637;1;09/04/2026 16.57;754;67500;434;;;
111637;984000010111637;1;09/04/2026 22.29;473;67000;190;;;
111637;984000010111637;1;10/04/2026 03.32;939;66500;461;;;
111637;984000010111637;1;10/04/2026 07.47;883;67500;487;;;
111637;984000010111637;1;10/04/2026 13.26;1328;69000;763;;;
111637;984000010111637;1;10/04/2026 16.52;676;70500;383;;;
111637;984000010111637;1;10/04/2026 22.53;612;70500;337;;;
111637;984000010111637;1;11/04/2026 03.11;622;70000;295;;;
111637;984000010111637;1;11/04/2026 07.43;1427;70500;674;;;
111637;984000010111637;1;11/04/2026 10.33;696;72000;365;;;
111637;984000010111637;1;11/04/2026 14.23;945;72500;531;;;
111637;984000010111637;1;11/04/2026 17.15;1157;73500;606;;;
111637;984000010111637;1;11/04/2026 20.41;402;73500;162;;;
111637;984000010111637;1;12/04/2026 02.27;1359;73000;747;;;
111637;984000010111637;1;12/04/2026 08.57;1162;73000;643;;;
111637;984000010111637;1;12/04/2026 13.12;1057;74500;647;;;
111637;984000010111637;1;12/04/2026 16.45;967;75500;640;;;
111637;984000010111637;1;12/04/2026 20.59;746;75500;492;;;
111637;984000010111637;1;13/04/2026 01.55;920;74500;514;;;
111637;984000010111637;1;13/04/2026 05.47;484;75000;180;;;
111637;984000010111637;1;13/04/2026 08.41;1213;74500;728;;;
111637;984000010111637;1;13/04/2026 13.06;733;75000;468;;;
111637;984000010111637;1;13/04/2026 14.57;522;75500;333;;;
111637;984000010111637;1;13/04/2026 16.00;112;76000;34;;;
111637;984000010111637;1;13/04/2026 16.38;321;76000;184;;;
111637;984000010111637;1;13/04/2026 17.06;532;76500;317;;;
111637;984000010111637;1;13/04/2026 22.38;1042;76500;696;;;
111637;984000010111637;1;14/04/2026 04.30;1097;76000;677;;;
111637;984000010111637;1;14/04/2026 09.22;1165;76500;594;;;
111637;984000010111637;1;14/04/2026 11.35;410;77500;245;;;
111637;984000010111637;1;14/04/2026 15.59;1274;77500;750;;;
111637;984000010111637;1;14/04/2026 20.27;742;77500;444;;;
111637;984000010111637;1;14/04/2026 21.00;417;78000;234;;;
111637;984000010111637;1;15/04/2026 01.34;759;78000;429;;;
111637;984000010111637;1;15/04/2026 04.29;395;77500;239;;;
111637;984000010111637;1;15/04/2026 08.25;970;77500;598;;;
111637;984000010111637;1;15/04/2026 09.44;269;78500;132;;;
111637;984000010111637;1;15/04/2026 10.38;140;79000;61;;;
111637;984000010111637;1;15/04/2026 11.51;746;79500;433;;;
111637;984000010111637;1;15/04/2026 13.42;493;80500;322;;;
111637;984000010111637;1;15/04/2026 16.08;806;80500;557;;;
111637;984000010111637;1;15/04/2026 20.17;759;81000;512;;;
111637;984000010111637;1;16/04/2026 01.26;840;81000;489;;;
111637;984000010111637;1;16/04/2026 07.26;1247;80000;765;;;
111637;984000010111637;1;16/04/2026 11.15;686;82000;240;;;
111637;984000010111637;1;16/04/2026 12.03;288;82000;125;;;
111637;984000010111637;1;16/04/2026 14.31;1418;82000;853;;;
111637;984000010111637;1;16/04/2026 21.42;1242;83000;924;;;
111637;984000010111637;1;17/04/2026 04.45;752;83000;436;;;
111637;984000010111637;1;17/04/2026 07.01;561;82500;252;;;
111637;984000010111637;1;17/04/2026 09.32;517;83000;363;;;
110821;984000010110821;1;16/03/2026 21.47;1470;36000;338;;;
110821;984000010110821;1;17/03/2026 06.01;708;35000;224;;;
110821;984000010110821;1;17/03/2026 08.53;633;36000;154;;;
110821;984000010110821;1;17/03/2026 12.13;821;36000;189;;;
110821;984000010110821;1;17/03/2026 13.10;257;36500;81;;;
110821;984000010110821;1;17/03/2026 14.03;346;36500;72;;;
110821;984000010110821;1;17/03/2026 14.12;118;37000;37;;;
110821;984000010110821;1;17/03/2026 14.20;246;37000;70;;;
110821;984000010110821;1;17/03/2026 19.44;881;37500;294;;;
110821;984000010110821;1;18/03/2026 08.30;1210;36500;345;;;
110821;984000010110821;1;18/03/2026 09.11;320;62000;66;;;
110821;984000010110821;1;18/03/2026 12.13;369;37500;127;;;
110821;984000010110821;1;18/03/2026 12.22;426;37500;128;;;
110821;984000010110821;1;18/03/2026 13.58;406;38500;80;;;
110821;984000010110821;1;18/03/2026 14.11;298;38000;78;;;
110821;984000010110821;1;18/03/2026 15.41;695;50500;174;;;
110821;984000010110821;1;18/03/2026 20.05;775;39000;213;;;
110821;984000010110821;1;19/03/2026 00.46;659;38500;164;;;
110821;984000010110821;1;19/03/2026 06.50;170;38500;20;;;
110821;984000010110821;1;19/03/2026 07.41;65;38500;13;;;
110821;984000010110821;1;19/03/2026 07.44;467;38500;118;;;
110821;984000010110821;1;19/03/2026 13.25;965;39000;212;;;
110821;984000010110821;1;19/03/2026 17.19;251;61000;166;;;
110821;984000010110821;1;19/03/2026 17.23;1129;50000;375;;;
110821;984000010110821;1;19/03/2026 17.46;12;;148;;;
110821;984000010110821;1;19/03/2026 17.46;20;;4;;;
110821;984000010110821;1;20/03/2026 09.04;1579;38500;421;;;
110821;984000010110821;1;20/03/2026 13.18;1126;39500;378;;;
110821;984000010110821;1;20/03/2026 15.53;987;40000;326;;;
110821;984000010110821;1;20/03/2026 19.20;652;40500;213;;;
110821;984000010110821;1;21/03/2026 06.33;1221;39000;277;;;
110821;984000010110821;1;21/03/2026 09.50;301;40500;78;;;
110821;984000010110821;1;21/03/2026 09.57;190;40000;30;;;
110821;984000010110821;1;21/03/2026 16.15;1486;39500;569;;;
110821;984000010110821;1;22/03/2026 06.44;1386;40000;409;;;
110821;984000010110821;1;22/03/2026 07.41;253;40500;51;;;
110821;984000010110821;1;22/03/2026 07.48;103;41500;19;;;
110821;984000010110821;1;22/03/2026 08.56;38;;1;;;
110821;984000010110821;1;22/03/2026 09.23;360;41000;52;;;
110821;984000010110821;1;22/03/2026 09.58;152;41000;2;;;
110821;984000010110821;1;22/03/2026 16.42;1918;42500;738;;;
110821;984000010110821;1;23/03/2026 09.08;1686;41000;581;;;
110821;984000010110821;1;23/03/2026 10.13;520;42500;147;;;
110821;984000010110821;1;23/03/2026 10.27;47;;1;;;
110821;984000010110821;1;23/03/2026 12.35;906;43000;286;;;
110821;984000010110821;1;23/03/2026 19.46;1385;43500;443;;;
110821;984000010110821;1;23/03/2026 23.31;939;42000;269;;;
110821;984000010110821;1;24/03/2026 09.39;1136;42500;349;;;
110821;984000010110821;1;24/03/2026 10.01;98;43000;19;;;
110821;984000010110821;1;24/03/2026 12.26;965;43500;261;;;
110821;984000010110821;1;24/03/2026 13.40;734;43500;239;;;
110821;984000010110821;1;24/03/2026 19.49;904;44000;275;;;
110821;984000010110821;1;24/03/2026 23.37;871;44000;270;;;
110821;984000010110821;1;25/03/2026 07.46;297;44000;90;;;
110821;984000010110821;1;25/03/2026 07.54;512;44000;176;;;
110821;984000010110821;1;25/03/2026 12.49;1474;44000;391;;;
110821;984000010110821;1;25/03/2026 21.22;1683;44000;414;;;
110821;984000010110821;1;25/03/2026 23.54;731;45000;243;;;
110821;984000010110821;1;26/03/2026 08.36;1165;44500;327;;;
110821;984000010110821;1;26/03/2026 11.12;1056;46000;394;;;
110821;984000010110821;1;26/03/2026 20.13;1795;46000;685;;;
110821;984000010110821;1;27/03/2026 02.28;1251;46500;347;;;
110821;984000010110821;1;27/03/2026 10.20;1572;46500;453;;;
110821;984000010110821;1;27/03/2026 11.19;321;47000;42;;;
110821;984000010110821;1;27/03/2026 14.25;1055;47500;286;;;
110821;984000010110821;1;27/03/2026 15.09;48;;2;;;
110821;984000010110821;1;27/03/2026 20.31;1165;47500;337;;;
110821;984000010110821;1;27/03/2026 22.59;206;47500;44;;;
110821;984000010110821;1;28/03/2026 02.13;625;47500;181;;;
